index,time,S:London__all,S:Eyam__all,I:London__all,I:Eyam__all,obs_mean:Eyam__Kendall__inc,obs_mean:London__Creighton__inc,obs_real:Eyam__Kendall__inc,obs_real:London__Creighton__inc
54,0,458435,347,1565,3,0,0,0,0
55,245,374765,345,0,0,0,0,0,0
55,214,374765,345,0,0,0,59.4,0,53.8049
55,184,372819,345,38,0,0,556.2,0,579.344
55,153,371377,345,289,0,0,3637.8,0,3823.29
55,123,376179,345,1490,0,0,14438.7,0,15002.5
55,92,390039,345,4529,0,0,26280,0,27829.6
55,61,416250,345,5192,0,0,22812.3,0,24271
55,31,443330,345,3459,0,4.5,11889.9,5.00981,11742.9
55,0,458401,347,1599,3,0,0,0,0
56,245,370567,116,0,1,10.8,0,11.1792,0
56,214,370425,139,1,0,1.8,68.4,2.19572,65.8102
56,184,370592,130,38,1,16.2,523.8,19.5929,577.229
56,153,369591,159,236,1,23.4,3572.1,24.0297,3454.81
56,123,369914,159,1621,11,87.3,16181.1,88.9663,18379.4
56,92,384112,252,4707,8,54.9,28892.7,57.363,35071.4
56,61,418712,317,4928,7,18,20923.2,16.8832,23611.2
56,31,443454,343,3434,1,5.4,11800.8,6.31538,11661.8
56,0,458433,347,1567,3,0,0,0,0
57,245,366529,344,0,0,0,0,0,0
57,214,366529,344,0,0,0,40.5,0,44.909
57,184,374093,344,31,0,0,547.2,0,611.495
57,153,365615,347,182,0,0,3086.1,0,2898.51
57,123,375231,347,1228,0,0,13089.6,0,13443
57,92,391077,344,5153,0,0,25843.5,0,29438.9
57,61,419703,344,4941,0,0,20137.5,0,20097.6
57,31,441235,347,3899,0,2.7,13379.4,2.42455,13417.5
57,0,458422,347,1578,3,0,0,0,0
58,245,354813,136,0,0,3.6,0.9,2.72782,0.4759
58,214,369090,114,2,0,0.9,49.5,0.65049,53.2958
58,184,352763,107,25,0,18,558,21.5033,516.614
58,153,354456,128,192,1,25.2,3127.5,29.2257,2906.18
58,123,355105,161,1756,5,83.7,17754.3,82.2718,16595.3
58,92,384300,234,4142,6,59.4,26555.4,59.8443,34026.3
58,61,406746,328,7575,0,16.2,28659.6,18.1251,27595.4
58,31,441705,346,4235,0,3.6,12654,3.1293,12954.6
58,0,458415,347,1585,3,0,0,0,0
59,245,347589,122,0,0,0,0,0,0
59,214,345298,86,6,0,0.9,45,0.886885,44.2182
59,184,345738,127,25,0,16.2,515.7,17.0956,432.681
59,153,341005,140,246,0,18,3631.5,21.3721,3260.59
59,123,352395,146,1510,11,83.7,14765.4,89.162,14575.4
59,92,360567,252,5816,2,51.3,38601,52.4508,37815.7
59,61,400072,301,9201,10,30.6,32377.5,34.2472,34756.8
59,31,442866,346,3869,0,3.6,11938.5,3.85939,11508.4
59,0,458446,347,1554,3,0,0,0,0
60,245,344618,93,0,0,9.9,0.9,11.7419,0.524444
60,214,344624,104,0,0,0.9,60.3,1.16219,64.979
60,184,344498,98,18,5,21.6,579.6,20.0636,597.729
60,153,346055,124,202,5,24.3,3345.3,18.844,3516.11
60,123,347095,134,1644,15,72.9,16722.9,75.029,17381.3
60,92,362007,220,5313,10,57.6,35573.4,64.7891,32632
60,61,397978,272,8868,22,43.2,33105.6,39.0199,37438.4
60,31,439840,347,4676,0,2.7,13935.6,3.98163,15158.3
60,0,458424,347,1576,3,0,0,0,0
61,245,357175,107,0,4,4.5,7.2,2.6254,6.24949
61,214,357208,116,1,0,0.9,34.2,0.570387,38.2344
61,184,357223,116,24,1,23.4,509.4,20.7328,471.012
61,153,357937,137,197,6,28.8,3421.8,33.1339,2990.55
61,123,361102,184,1590,9,60.3,15270.3,53.6333,16024.9
61,92,375871,244,4261,18,50.4,29294.1,62.5758,32382.7
61,61,406000,304,6681,14,25.2,28822.5,24.2807,22759.4
61,31,443317,346,3726,0,3.6,11661.3,3.70918,10847.8
61,0,458422,347,1578,3,0,0,0,0
62,245,371161,346,0,0,0,2.7,0,2.87249
62,214,371161,346,3,0,0,41.4,0,42.5155
62,184,368346,346,25,0,0,570.6,0,553.389
62,153,373323,346,248,0,0,3121.2,0,2598.57
62,123,375678,346,1361,0,0,13554.9,0,13353.8
62,92,379016,345,5582,0,0,30191.4,0,34734.8
62,61,415346,346,5592,0,0,23181.3,0,22326.8
62,31,442442,345,4074,0,4.5,12135.6,3.06396,11783.9
62,0,458441,347,1559,3,0,0,0,0
63,245,368731,346,0,0,0,0,0,0
63,214,368731,346,0,0,0,55.8,0,65.1187
63,184,368806,346,51,0,0,617.4,0,710.886
63,153,369858,346,206,0,0,3270.6,0,3282.87
63,123,377706,346,1165,0,0,12111.3,0,9920.9
63,92,389632,346,3703,0,0,24696,0,25428.5
63,61,419447,345,4774,0,0,20280.6,0,19258.6
63,31,442955,346,3775,0,3.6,11943,3.26541,12389.7
63,0,458429,347,1571,3,0,0,0,0
64,245,363471,322,0,0,0,6.3,0,5.97051
64,214,363474,322,4,0,0,67.5,0,74.587
64,184,365803,322,14,0,0,491.4,0,512.817
64,153,363998,322,203,0,0,3210.3,0,3200.03
64,123,367008,322,1412,0,0,13360.5,0,13042.8
64,92,383738,322,3809,0,0,25704,0,26361.9
64,61,409933,322,6174,0,19.8,25497,19.4057,23410.4
64,31,439645,346,4787,0,3.6,14011.2,3.58074,16219.2
64,0,458431,347,1569,3,0,0,0,0
65,245,380240,347,0,0,0,4.5,0,4.0538
65,214,380242,347,3,0,0,67.5,0,69.3144
65,184,370221,347,25,0,0,500.4,0,569.901
65,153,382445,347,226,0,0,3069.9,0,3040.88
65,123,379417,347,1092,0,0,12883.5,0,12816.5
65,92,394479,347,4388,0,0,24064.2,0,19958.8
65,61,417382,347,5560,0,0,21926.7,0,19378.8
65,31,443906,347,3399,0,2.7,11425.5,3.26696,12663
65,0,458431,347,1569,3,0,0,0,0
66,245,358424,99,0,0,0,4.5,0,4.90625
66,214,358411,99,2,0,0.9,61.2,0.788068,58.969
66,184,355755,132,21,1,19.8,534.6,21.9961,576.737
66,153,356391,137,193,6,26.1,3112.2,26.8597,3160.37
66,123,365027,162,1415,6,79.2,15018.3,95.6731,15032
66,92,378247,237,4882,19,63.9,29812.5,62.2056,30650.3
66,61,408106,316,7871,10,16.2,27031.5,17.5884,26535.1
66,31,442847,346,3642,0,3.6,12159.9,4.56569,10942.4
66,0,458442,347,1558,3,0,0,0,0
67,245,355045,321,4,0,0,10.8,0,12.8811
67,214,355059,321,2,0,0,37.8,0,32.5109
67,184,352473,321,21,0,0,630,0,742.991
67,153,357426,321,223,0,0,2924.1,0,3134.18
67,123,357862,321,1432,0,0,13971.6,0,14097.2
67,92,364469,321,6293,0,0,34823.7,0,33263.5
67,61,401881,321,7574,0,21.6,31609.8,19.6574,32462.5
67,31,442281,347,4198,0,2.7,12168.9,4.04289,11885.4
67,0,458435,347,1565,3,0,0,0,0
68,245,376315,346,0,0,0,0,0,0
68,214,376315,346,0,0,0,27.9,0,24.7945
68,184,370949,346,24,0,0,538.2,0,456.069
68,153,375916,346,241,0,0,3681,0,3073.19
68,123,383637,346,1203,0,0,12883.5,0,12716.2
68,92,398519,346,4061,0,0,22490.1,0,20431.9
68,61,422757,346,4335,0,0,18661.5,0,19870.3
68,31,444676,346,3151,0,3.6,10955.7,2.94995,11091.8
68,0,458447,347,1553,3,0,0,0,0
69,245,370623,345,0,0,0,7.2,0,7.58857
69,214,370629,345,2,0,0,72,0,87.7119
69,184,344474,331,26,0,0,474.3,0,491.178
69,153,372844,345,187,0,0,2853.9,0,2549.9
69,123,375184,345,1439,0,0,13775.4,0,13128.5
69,92,387366,345,4563,0,0,26672.4,0,29019.7
69,61,396419,331,8921,0,10.8,34255.8,10.461,37371.2
69,31,443236,345,3805,0,4.5,11663.1,4.26513,11521.1
69,0,458445,347,1555,3,0,0,0,0
70,245,323211,123,0,2,9,0,8.63638,0
70,214,327490,145,5,0,0.9,37.8,0.956176,29.3458
70,184,324516,145,25,0,14.4,595.8,12.9673,538.816
70,153,325732,112,228,6,39.6,3801.6,50.8819,3252.16
70,123,327162,148,1891,12,79.2,19573.2,63.8471,20816.8
70,92,347693,263,6832,10,47.7,41968.8,57.4863,46251.2
70,61,390699,325,10458,1,15.3,38142.9,15.3348,43269.4
70,31,440463,344,4302,0,5.4,13711.5,4.63347,13478.8
70,0,458421,347,1579,3,0,0,0,0
71,245,367711,345,0,0,0,0.9,0,1.24841
71,214,367711,345,1,0,0,41.4,0,33.451
71,184,359962,345,19,0,0,554.4,0,495.31
71,153,370534,345,186,0,0,3141,0,2577.49
71,123,374681,345,1316,0,0,12672.9,0,13561.1
71,92,380026,346,5311,0,0,30609,0,28026.9
71,61,414064,346,6364,0,0,23848.2,0,22868.1
71,31,443173,346,3753,0,3.6,11766.6,3.60278,12650.1
71,0,458423,347,1577,3,0,0,0,0
72,245,351386,112,1,0,8.1,25.2,8.61572,29.0233
72,214,351403,123,1,0,0.9,63.9,0.450267,61.1434
72,184,351432,123,43,1,16.2,575.1,15.5681,576.544
72,153,354565,131,217,4,23.4,3135.6,22.1639,2847.35
72,123,357898,163,1102,7,72,14501.7,65.9032,14306.2
72,92,368309,222,5581,10,71.1,35509.5,61.286,37652.5
72,61,405112,294,8233,17,27.9,28520.1,24.5576,29655.8
72,31,444169,346,3453,0,3.6,11140.2,3.26658,10790.5
72,0,458447,347,1553,3,0,0,0,0
73,245,369914,347,0,0,0,0,0,0
73,214,369914,347,0,0,0,48.6,0,52.6174
73,184,369937,347,31,0,0,507.6,0,555.991
73,153,370278,347,254,0,0,3331.8,0,3555.73
73,123,369106,347,1580,0,0,16245.9,0,11900.3
73,92,386517,347,4080,0,0,26878.5,0,29915.2
73,61,414503,347,5959,0,0,23166.9,0,26488.3
73,31,442268,347,3935,0,2.7,12417.3,2.44058,11549.9
73,0,458417,347,1583,3,0,0,0,0
74,245,371582,92,0,0,9.9,3.6,10.7113,3.43859
74,214,377960,140,3,0,1.8,28.8,2.89817,27.3698
74,184,381957,124,28,3,18.9,577.8,18.4176,620.522
74,153,381012,151,175,0,21.6,2822.4,23.5939,2650.47
74,123,373206,152,1262,9,82.8,14745.6,79.7201,13334.4
74,92,395895,249,3653,17,54,23457.6,59.7779,25812.8
74,61,424134,320,4717,2,19.8,17512.2,21.5393,21954.4
74,31,445442,342,2867,2,5.4,10521.9,2.85837,11146.8
74,0,458444,347,1556,3,0,0,0,0
75,245,367688,113,0,0,5.4,1.8,6.28979,1.5405
75,214,367713,118,6,0,0.9,79.2,0.775125,83.9473
75,184,367720,119,39,2,18,547.2,12.9182,576.778
75,153,369500,151,172,4,24.3,3375.9,25.2084,3262.85
75,123,372553,160,1307,17,81,13739.4,67.9616,13527.8
75,92,391194,246,3883,18,52.2,24142.5,59.0663,24924.7
75,61,415016,322,5986,5,17.1,23516.1,16.4897,21839.7
75,31,444653,346,3371,0,3.6,10778.4,3.87344,12985.2
75,0,458447,347,1553,3,0,0,0,0
76,245,387327,121,0,0,4.5,12.6,6.15488,15.2525
76,214,387327,127,5,0,0.9,50.4,0.765596,54.5419
76,184,387340,130,31,2,13.5,434.7,13.3215,521.301
76,153,387662,140,192,7,19.8,2763,24.3295,2639.51
76,123,390435,167,945,8,72.9,10715.4,83.2642,9281.91
76,92,399984,258,3131,10,45,20790,44.3822,21560
76,61,421731,315,4484,3,19.8,19866.6,17.204,21948.9
76,31,443630,346,3549,0,3.6,11538.9,4.07861,12083.7
76,0,458450,347,1550,3,0,0,0,0
77,245,370726,328,0,0,0,0.9,0,1.10436
77,214,370726,328,1,0,0,25.2,0,23.3628
77,184,371234,328,28,0,0,501.3,0,532.694
77,153,374907,328,185,0,0,2934,0,3676.16
77,123,377827,328,1292,0,0,13011.3,0,9492.43
77,92,386352,328,4679,0,0,26667.9,0,26878.7
77,61,415016,328,5646,0,15.3,22811.4,15.2472,26176.9
77,31,444979,347,3125,0,2.7,10706.4,2.83445,11748
77,0,458442,347,1558,3,0,0,0,0
78,245,373518,345,1,0,0,27,0,25.5468
78,214,373538,345,11,0,0,69.3,0,82.8888
78,184,376517,345,28,0,0,521.1,0,553.182
78,153,373324,345,153,0,0,2938.5,0,3034.83
78,123,376290,345,1144,0,0,13617,0,10756.1
78,92,395684,347,3869,0,0,23517,0,22214.2
78,61,424403,347,4071,0,0,17914.5,0,18039.8
78,31,445324,347,3055,0,2.7,10458.9,2.58119,9572.59
78,0,458447,347,1553,3,0,0,0,0
79,245,379390,346,0,0,0,9.9,0,9.69466
79,214,379399,346,2,0,0,41.4,0,38.2833
79,184,374951,346,39,0,0,497.7,0,471.133
79,153,380922,346,181,0,0,2775.6,0,2534.43
79,123,385222,346,1146,0,0,12433.5,0,12921.3
79,92,396301,346,3882,0,0,23084.1,0,23719.4
79,61,421008,346,5180,0,0,19839.6,0,20581.5
79,31,444047,346,3482,0,3.6,11223.9,3.69031,9672.52
79,0,458453,347,1547,3,0,0,0,0
80,245,370561,109,0,1,8.1,0,6.62972,0
80,214,369472,104,1,0,0.9,27,0.970872,26.3018
80,184,368959,118,14,2,18.9,476.1,18.8532,417.093
80,153,368492,155,237,0,26.1,3413.7,28.3602,3271.28
80,123,371888,137,1359,10,90,13629.6,101.141,12027.1
80,92,382204,255,5064,9,56.7,30148.2,57.5116,35557.2
80,61,417783,326,5436,0,15.3,21281.4,14.0264,17149.9
80,31,443501,345,3696,0,4.5,11522.7,4.80174,13342.9
80,0,458444,347,1556,3,0,0,0,0
81,245,380684,346,0,0,0,1.8,0,1.67329
81,214,380684,346,2,0,0,31.5,0,32.3262
81,184,368097,346,32,0,0,522,0,568.801
81,153,380082,346,234,0,0,3041.1,0,2945.6
81,123,381205,346,1186,0,0,13345.2,0,12899.1
81,92,394038,346,4018,0,0,23231.7,0,23307.3
81,61,426893,346,3982,0,0,16461,0,19063.8
81,31,446538,346,2627,0,3.6,9751.5,3.38287,9699.89
81,0,458442,347,1558,3,0,0,0,0
82,245,381436,347,0,0,0,1.8,0,2.04555
82,214,381436,347,2,0,0,48.6,0,52.0789
82,184,365675,345,29,0,0,512.1,0,524.455
82,153,372285,345,213,0,0,3066.3,0,3033.3
82,123,380614,347,1137,0,0,12185.1,0,9171.48
82,92,391134,347,4386,0,0,25527.6,0,27038.2
82,61,419782,347,5220,0,0,20149.2,0,20631.9
82,31,444627,347,3295,0,2.7,10870.2,2.37089,10916.8
82,0,458444,347,1556,3,0,0,0,0
83,245,373211,80,0,0,4.5,2.7,6.17799,1.93833
83,214,377815,112,2,0,0.9,49.5,0.612463,43.2537
83,184,379853,76,37,10,19.8,505.8,16.4466,498.229
83,153,373053,113,205,0,26.1,3358.8,33.3645,3197.61
83,123,381841,124,1351,13,70.2,12640.5,68.2414,10764.9
83,92,396022,217,3362,6,63,22602.6,66.8903,20256.9
83,61,419600,281,4898,12,45,19945.8,49.559,16726.3
83,31,444794,346,3329,0,3.6,10689.3,3.4551,10836.4
83,0,458436,347,1564,3,0,0,0,0
84,245,376004,141,0,0,0,3.6,0,3.89747
84,214,376019,141,1,0,0.9,45,0.799259,46.542
84,184,384432,132,34,0,16.2,591.3,20.2732,594.903
84,153,376364,146,236,0,25.2,3280.5,23.1614,3924.85
84,123,380452,156,1349,20,72,13366.8,74.815,14232.3
84,92,394026,263,3729,6,50.4,24769.8,54.3017,17640.8
84,61,421400,317,4769,6,18.9,19859.4,16.5902,22354.6
84,31,445170,343,3065,1,5.4,10588.5,5.69258,10471.8
84,0,458443,347,1557,3,0,0,0,0
85,245,365444,95,0,0,0,7.2,0,7.67104
85,214,365454,95,4,0,0.9,37.8,0.749948,41.165
85,184,367380,122,17,0,19.8,448.2,20.4372,526.769
85,153,365786,109,202,5,19.8,2951.1,18.7597,2894.41
85,123,373415,149,1200,9,81.9,12792.6,72.4612,13658
85,92,385605,219,3744,22,58.5,25515,56.9374,24016.6
85,61,411625,301,6074,5,34.2,24994.8,31.9445,24785.8
85,31,444314,346,3044,0,3.6,11377.8,3.47631,10006.4
85,0,458454,347,1546,3,0,0,0,0
86,245,381918,119,0,0,0,0.9,0,0.579765
86,214,381914,119,1,0,0.9,27,1.25446,25.4737
86,184,381880,112,27,3,21.6,501.3,23.7577,463.385
86,153,382135,140,201,2,25.2,3013.2,22.7736,2990.83
86,123,385136,148,1236,3,87.3,12785.4,86.7146,11727.4
86,92,398740,236,3233,13,60.3,22284.9,61.2704,22670.7
86,61,421854,310,4880,6,23.4,19740.6,21.2655,19866.1
86,31,445327,341,3341,1,7.2,10198.8,8.7226,9774.88
86,0,458455,347,1545,3,0,0,0,0
87,245,383825,58,0,0,11.7,6.3,12.4634,6.07894
87,214,383816,71,3,0,1.8,53.1,1.86752,47.9156
87,184,383871,80,30,0,13.5,450.9,16.0186,537.992
87,153,384478,94,149,0,25.2,2551.5,24.8432,2591.9
87,123,386312,110,1150,12,74.7,12229.2,74.9529,13659.2
87,92,398672,208,3466,5,58.5,21519.9,57.8184,22313.5
87,61,421654,264,4395,14,57.6,18545.4,71.4877,19414.1
87,31,444897,344,3398,0,5.4,10534.5,4.72884,11044.7
87,0,458438,347,1562,3,0,0,0,0
88,245,368685,345,0,0,0,0.9,0,0.586549
88,214,368685,345,1,0,0,57.6,0,51.9548
88,184,374246,346,25,0,0,423.9,0,442.439
88,153,370774,346,263,0,0,3309.3,0,3331.43
88,123,381319,346,1151,0,0,12579.3,0,13659.7
88,92,385936,346,4819,0,0,27008.1,0,27436.7
88,61,420712,346,5315,0,0,20003.4,0,20964.1
88,31,445221,346,3032,0,3.6,10572.3,3.6139,10956.7
88,0,458440,347,1560,3,0,0,0,0
89,245,373141,346,0,0,0,0,0,0
89,214,373141,346,0,0,0,71.1,0,65.3279
89,184,369921,346,19,0,0,445.5,0,388.749
89,153,373861,346,195,0,0,3203.1,0,2975.94
89,123,379225,345,1098,0,0,12279.6,0,11197.5
89,92,397634,345,3326,0,0,22488.3,0,25813.7
89,61,423475,347,4513,0,0,18494.1,0,20142.9
89,31,443547,345,3555,0,4.5,11608.2,4.16791,12866.3
89,0,458444,347,1556,3,0,0,0,0
90,245,377127,344,0,0,0,11.7,0,11.1708
90,214,377133,344,7,0,0,92.7,0,78.9259
90,184,374976,347,10,0,0,505.8,0,487.807
90,153,375352,347,164,0,0,3352.5,0,2712.66
90,123,380396,346,1311,0,0,14261.4,0,10853
90,92,395787,346,4068,0,0,24351.3,0,23021.1
90,61,422350,345,4523,0,0,19225.8,0,17895.8
90,31,445318,345,2917,0,4.5,10588.5,5.73267,10297.4
90,0,458436,347,1564,3,0,0,0,0
91,245,377942,344,0,0,0,4.5,0,5.76
91,214,377945,344,2,0,0,66.6,0,74.0101
91,184,373132,344,20,0,0,509.4,0,521.8
91,153,375311,345,192,0,0,3048.3,0,3030.12
91,123,386453,344,1272,0,0,11844.9,0,10835.2
91,92,395654,344,3590,0,0,23411.7,0,23649.7
91,61,410074,344,7101,0,0,26099.1,0,28326.8
91,31,444465,344,3333,0,5.4,10981.8,5.39457,10778.2
91,0,458432,347,1568,3,0,0,0,0
92,245,375605,135,0,0,8.1,0.9,7.43971,0.681771
92,214,375584,145,8,0,0.9,52.2,0.939992,45.3912
92,184,374984,97,26,0,22.5,505.8,23.9406,520.002
92,153,376276,163,206,2,21.6,3222.9,23.3344,3153.22
92,123,377290,148,1309,9,87.3,13769.1,91.7152,13619.5
92,92,391923,232,3804,11,66.6,24991.2,60.2705,27849.9
92,61,418022,309,5473,8,22.5,20849.4,22.8284,22430.1
92,31,443422,345,3580,0,4.5,11698.2,3.86945,13566
92,0,458448,347,1552,3,0,0,0,0
93,245,370870,345,0,0,0,0,0,0
93,214,370870,345,0,0,0,47.7,0,43.172
93,184,370894,345,34,0,0,576.9,0,534.881
93,153,372469,345,208,0,0,2948.4,0,2542.54
93,123,378565,342,1375,0,0,14090.4,0,13731.3
93,92,391819,342,4008,0,0,25420.5,0,24103.2
93,61,420282,345,5156,0,0,20115.9,0,20151.6
93,31,440880,345,4045,0,4.5,13567.5,3.23403,13063.6
93,0,458460,347,1540,3,0,0,0,0
94,245,364668,347,0,0,0,0,0,0
94,214,364668,347,0,0,0,34.2,0,38.8369
94,184,369538,345,9,0,0,513.9,0,595.615
94,153,369701,345,174,0,0,3068.1,0,3577.63
94,123,383885,345,1107,0,0,12213,0,11700.4
94,92,387048,345,4440,0,0,28673.1,0,34976.6
94,61,418624,346,5769,0,0,20817.9,0,18262.6
94,31,444262,347,3338,0,2.7,11160,2.86183,12980.1
94,0,458457,347,1543,3,0,0,0,0
95,245,365153,345,0,0,0,10.8,0,12.3099
95,214,365160,345,5,0,0,46.8,0,51.1289
95,184,376106,346,31,0,0,585,0,700.357
95,153,370478,346,205,0,0,3285,0,3082.34
95,123,372824,346,1509,0,0,14442.3,0,13533.3
95,92,387254,346,4103,0,0,25870.5,0,22385.6
95,61,418101,345,4911,0,0,21863.7,0,21581.8
95,31,442191,346,3524,0,3.6,12856.5,4.47684,13196.6
95,0,458450,347,1550,3,0,0,0,0
96,245,373454,109,0,3,9.9,1.8,9.33635,1.86803
96,214,373537,122,2,0,0.9,26.1,1.14551,19.7485
96,184,373485,123,29,1,14.4,506.7,13.98,488.921
96,153,374064,140,150,3,21.6,3081.6,21.0021,3174.99
96,123,376087,159,1551,8,70.2,13505.4,67.256,11671.1
96,92,388335,238,4093,14,57.6,25596,52.8959,28725.9
96,61,415341,307,5527,9,22.5,23265.9,21.5824,20209.5
96,31,443828,346,3393,0,3.6,11501.1,4.60658,12349.3
96,0,458444,347,1556,3,0,0,0,0
97,245,361374,103,0,3,13.5,10.8,16.5887,11.4464
97,214,361350,121,9,0,0.9,132.3,0.45051,135.643
97,184,361448,121,58,1,18,585.9,17.4512,606.2
97,153,362138,147,172,2,23.4,3181.5,27.1234,2937.65
97,123,365703,170,1192,9,71.1,14291.1,70.6202,14635.5
97,92,377655,242,5119,16,54.9,29911.5,55.0843,26990.9
97,61,409598,309,6411,10,20.7,26415.9,22.7753,22286.7
97,31,443878,344,3324,0,5.4,11518.2,5.67197,12610.3
97,0,458441,347,1559,3,0,0,0,0
98,245,357019,30,0,0,8.1,19.8,8.43571,20.018
98,214,357015,40,2,0,0.9,76.5,1.20375,82.224
98,184,356466,51,21,0,14.4,516.6,17.9644,392.631
98,153,358231,62,208,0,24.3,3082.5,25.8377,3021.65
98,123,360775,94,1329,12,69.3,14534.1,68.2468,11770.2
98,92,365541,178,6599,8,57.6,38828.7,53.4931,36440.4
98,61,419796,346,4839,0,0,20250.9,0,16289.5
98,31,443459,346,3647,0,3.6,11604.6,3.20852,9908.08
98,0,458440,347,1560,3,0,0,0,0
99,245,373234,345,0,0,0,2.7,0,3.22303
99,214,373235,345,2,0,0,36.9,0,27.7814
99,184,373351,347,17,0,0,540,0,690.931
99,153,376917,345,181,0,0,3007.8,0,2901.75
99,123,376178,345,1622,0,0,15594.3,0,15136
99,92,390775,345,4397,0,0,25829.1,0,23809.7
99,61,424262,346,4050,0,0,17510.4,0,15489.9
99,31,441353,344,4431,0,5.4,12794.4,4.41717,13004.2
99,0,458444,347,1556,3,0,0,0,0
100,245,375361,345,0,0,0,7.2,0,7.76084
100,214,375365,345,4,0,0,72,0,75.0001
100,184,373634,344,38,0,0,540.9,0,538.732
100,153,373594,344,230,0,0,3350.7,0,3710.33
100,123,380662,344,1169,0,0,12344.4,0,11371.2
100,92,383788,345,4092,0,0,26788.5,0,26821.8
100,61,418322,345,5553,0,0,21923.1,0,24691.1
100,31,444895,345,3339,0,4.5,10589.4,5.27682,10238.3
100,0,458447,347,1553,3,0,0,0,0
101,245,371236,129,0,0,3.6,0,3.29861,0
101,214,374486,113,3,0,0.9,72.9,0.92344,87.9548
101,184,372829,115,19,3,18.9,481.5,20.5515,507.129
101,153,373306,130,222,0,24.3,2882.7,26.9107,2933.22
101,123,375925,189,1213,7,67.5,13408.2,58.4218,14190.7
101,92,391001,262,3876,10,48.6,24647.4,49.7895,20419.8
101,61,417804,324,5217,0,18,21923.1,23.0029,19329.5
101,31,443874,342,3506,2,5.4,11358,6.25297,11561.1
101,0,458444,347,1556,3,0,0,0,0
102,245,372596,346,0,0,0,9.9,0,8.96014
102,214,372603,346,4,0,0,42.3,0,32.9837
102,184,367905,345,34,0,0,543.6,0,557.406
102,153,376118,346,202,0,0,3245.4,0,2911.51
102,123,373630,346,1402,0,0,15003.9,0,16544.7
102,92,398510,346,3321,0,0,21804.3,0,21663.9
102,61,420097,347,5000,0,0,20120.4,0,21169.9
102,31,444373,346,3163,0,3.6,11217.6,3.91673,10954.7
102,0,458444,347,1556,3,0,0,0,0
103,245,368999,128,0,2,8.1,21.6,7.31914,20.557
103,214,369054,140,2,0,0.9,56.7,0.599572,54.5007
103,184,364395,135,22,3,18,546.3,24.65,563.65
103,153,370201,157,187,5,22.5,3310.2,22.7558,3371.75
103,123,366718,166,1381,18,72.9,15153.3,77.6814,16925.7
103,92,384632,264,4207,14,44.1,26813.7,45.5225,24599
103,61,412872,325,5760,2,15.3,23944.5,15.9194,19585.3
103,31,443528,345,3774,0,4.5,11428.2,5.76224,12504.5
103,0,458442,347,1558,3,0,0,0,0
104,245,377794,347,0,0,0,0,0,0
104,214,377794,347,0,0,0,56.7,0,63.6351
104,184,375464,347,16,0,0,455.4,0,469.451
104,153,367760,345,186,0,0,3012.3,0,3026.37
104,123,375745,345,1280,0,0,13634.1,0,14985.8
104,92,385050,345,5152,0,0,29158.2,0,30610.7
104,61,422803,347,4305,0,0,17856,0,18675
104,31,443541,345,3681,0,4.5,11500.2,1.84787,11079.6
104,0,458442,347,1558,3,0,0,0,0
105,245,366582,346,0,0,0,0,0,0
105,214,366582,346,0,0,0,58.5,0,64.459
105,184,372805,346,42,0,0,583.2,0,630.637
105,153,379793,346,201,0,0,3056.4,0,2732.92
105,123,379611,346,1275,0,0,12717.9,0,10636.1
105,92,393212,346,3981,0,0,23949,0,22834.7
105,61,418592,346,5225,0,0,21437.1,0,19185
105,31,444092,346,3544,0,3.6,11127.6,3.78003,11138.5
105,0,458440,347,1560,3,0,0,0,0
106,245,371281,116,0,0,8.1,0,8.3304,0
106,214,373478,120,0,0,0.9,36,0.900217,34.757
106,184,365989,135,18,0,14.4,480.6,15.6094,447.688
106,153,366954,109,229,3,27.9,3304.8,31.4131,3269.84
106,123,373846,167,1497,7,76.5,13850.1,82.3501,12418.2
106,92,388305,242,4271,11,56.7,25704,45.8693,27182.3
106,61,415319,305,5817,11,25.2,22332.6,28.707,20243.4
106,31,443149,345,3788,0,4.5,11756.7,2.96452,11379.1
106,0,458446,347,1554,3,0,0,0,0
107,245,374464,345,0,0,0,0,0,0
107,214,374464,345,0,0,0,36.9,0,35.2326
107,184,364158,347,20,0,0,483.3,0,486.216
107,153,364743,346,200,0,0,3284.1,0,3321.11
107,123,378072,345,1079,0,0,11889.9,0,11048
107,92,392597,345,3741,0,0,23128.2,0,18416.4
107,61,410861,346,5942,0,0,25450.2,0,23426.3
107,31,441434,344,4180,0,5.4,12947.4,4.95193,13699.3
107,0,458443,347,1557,3,0,0,0,0
108,245,368283,82,3,0,0,9,0,10.6181
108,214,368321,82,5,0,0.9,51.3,0.933191,51.551
108,184,359592,93,42,0,18.9,551.7,20.7721,534.838
108,153,368218,96,252,5,25.2,3549.6,26.2482,3504.07
108,123,370385,124,1684,13,70.2,14760,64.6166,16332.5
108,92,377184,203,5740,16,57.6,33510.6,53.7815,37213.7
108,61,413741,266,6417,17,52.2,23790.6,38.2331,27426.9
108,31,442868,345,3705,0,4.5,12084.3,4.51179,12134
108,0,458443,347,1557,3,0,0,0,0
109,245,378157,347,0,0,0,0,0,0
109,214,378157,347,0,0,0,45.9,0,48.5053
109,184,378155,347,45,0,0,563.4,0,443.566
109,153,377758,347,292,0,0,3188.7,0,2584.77
109,123,379015,347,1049,0,0,12652.2,0,11416.8
