index,time,S:London__all,S:Eyam__all,I:London__all,I:Eyam__all,obs_mean:Eyam__Kendall__inc,obs_mean:London__Creighton__inc,obs_real:Eyam__Kendall__inc,obs_real:London__Creighton__inc
243,61,406626,305,7088,14,22.5,28473.3,23.0884,25739.4
243,31,443069,346,3492,0,3.6,12095.1,3.22623,11392.6
243,0,458444,347,1556,3,0,0,0,0
244,245,354264,76,0,3,11.7,7.2,12.716,6.92086
244,214,354282,93,0,0,0.9,32.4,0.847272,36.4826
244,184,354293,93,25,1,19.8,558,20.6222,583.767
244,153,357865,131,230,0,25.2,3015.9,29.5869,2903.48
244,123,358992,156,1382,9,62.1,14978.7,59.2775,14822.4
244,92,369975,223,5486,9,54.9,33158.7,54.3334,35783.9
244,61,404819,276,7485,17,46.8,29398.5,49.7942,25797.5
244,31,443014,345,3626,0,4.5,12024,5.0893,11636.8
244,0,458437,347,1563,3,0,0,0,0
245,245,374897,118,0,0,9,1.8,9.25117,1.88444
245,214,373687,128,2,0,0.9,42.3,0.676953,40.0358
245,184,370795,126,13,5,15.3,502.2,11.3968,458.198
245,153,371107,146,259,2,23.4,3152.7,21.5453,3318.46
245,123,373456,166,1413,8,67.5,15595.2,76.3248,13010.1
245,92,389207,257,4441,14,43.2,26496.9,39.08,27162.5
245,61,417375,316,5714,3,20.7,21452.4,18.4669,22418.7
245,31,444639,346,3361,0,3.6,10800,3.49009,9459.72
245,0,458439,347,1561,3,0,0,0,0
246,245,370654,346,0,0,0,0,0,0
246,214,370654,346,0,0,0,41.4,0,44.2399
246,184,371153,346,37,0,0,474.3,0,432.173
246,153,377544,346,211,0,0,3215.7,0,3072.25
246,123,379541,346,1164,0,0,12662.1,0,14494.3
246,92,394659,346,3773,0,0,23751,0,24940.4
246,61,419114,346,5085,0,0,20828.7,0,18761.9
246,31,444042,346,3300,0,3.6,11392.2,2.96963,10771.9
246,0,458441,347,1559,3,0,0,0,0
247,245,371730,345,2,0,0,8.1,0,6.10986
247,214,371739,345,2,0,0,67.5,0,62.6333
247,184,371719,347,13,0,0,468,0,418.499
247,153,372389,345,228,0,0,3464.1,0,3967.01
247,123,378213,345,1120,0,0,13057.2,0,14723.6
247,92,390493,345,4226,0,0,25204.5,0,25756.2
247,61,419665,346,4299,0,0,19687.5,0,20349.9
247,31,444119,345,3497,0,4.5,11145.6,5.90683,10074.7
247,0,458442,347,1558,3,0,0,0,0
248,245,377666,345,0,0,0,0,0,0
248,214,377666,345,0,0,0,19.8,0,23.2975
248,184,374257,345,12,0,0,513,0,492.186
248,153,372435,345,220,0,0,3236.4,0,3588.19
248,123,377308,345,1542,0,0,14668.2,0,15822.3
248,92,399308,345,3810,0,0,22151.7,0,22097.5
248,61,422772,345,4837,0,0,18821.7,0,16298
248,31,445418,345,3104,0,4.5,10330.2,4.69391,8442.9
248,0,458438,347,1562,3,0,0,0,0
249,245,381182,43,0,0,0,13.5,0,12.6062
249,214,381140,44,9,0,0.9,108,1.32983,110.158
249,184,381252,35,21,7,19.8,460.8,20.4837,410.387
249,153,379539,67,220,0,23.4,3042.9,21.3239,3230.46
249,123,381448,71,1276,10,76.5,12460.5,59.4968,12731.2
249,92,394070,159,3493,9,63.9,23300.1,60.4501,28384.1
249,61,418617,218,4835,21,91.8,21266.1,88.5684,19759.7
249,31,445079,345,3192,0,4.5,10556.1,3.51385,9897.62
249,0,458441,347,1559,3,0,0,0,0
250,245,369439,345,0,0,0,3.6,0,3.21976
250,214,369440,345,3,0,0,46.8,0,43.6416
250,184,369472,345,23,0,0,532.8,0,518.119
250,153,371289,345,193,0,0,3095.1,0,2900.62
250,123,379673,345,1286,0,0,13048.2,0,12504.6
250,92,388839,344,4452,0,0,25851.6,0,25862.5
250,61,418024,347,5503,0,0,21645,0,26170.4
250,31,443897,343,3365,0,6.3,11464.2,5.39737,13710
250,0,458437,347,1563,3,0,0,0,0
251,245,377440,346,2,0,0,22.5,0,22.8553
251,214,377459,346,8,0,0,45.9,0,44.9861
251,184,379412,346,22,0,0,567.9,0,592.053
251,153,375813,346,162,0,0,3070.8,0,3183.85
251,123,377988,346,1399,0,0,14651.1,0,13350.3
251,92,398725,346,4174,0,0,23351.4,0,26352.6
251,61,423358,346,4440,0,0,18388.8,0,20464
251,31,445276,346,2954,0,3.6,10593,2.45244,10442.2
251,0,458441,347,1559,3,0,0,0,0
252,245,363103,125,0,0,8.1,0,9.2943,0
252,214,363646,138,2,0,1.8,42.3,1.41275,32.5363
252,184,363982,132,16,0,20.7,478.8,21.313,488.526
252,153,368393,164,162,0,19.8,3049.2,19.755,3344.6
252,123,368136,165,1319,17,76.5,13123.8,62.5688,12037.3
252,92,379972,255,4501,19,49.5,28339.2,42.5233,28283.6
252,61,409517,322,6444,7,13.5,26266.5,14.7495,26403.3
252,31,442436,346,3982,0,3.6,12223.8,3.7946,10433.7
252,0,458441,347,1559,3,0,0,0,0
253,245,360041,104,0,1,9,6.3,9.89773,6.82609
253,214,360061,117,0,0,0.9,30.6,0.947363,27.6573
253,184,360074,117,21,1,20.7,512.1,21.1207,510.043
253,153,356028,150,248,3,27.9,3541.5,24.315,3798.93
253,123,364974,180,1071,10,74.7,13526.1,65.2054,14610.8
253,92,376255,263,4819,10,53.1,28789.2,50.9857,30688.4
253,61,406017,331,7045,1,11.7,28746,9.24444,26140.2
253,31,441953,345,4253,0,4.5,12414.6,4.45932,11945.3
253,0,458444,347,1556,3,0,0,0,0
254,245,374647,346,0,0,0,1.8,0,1.69155
254,214,374647,346,2,0,0,38.7,0,41.548
254,184,378210,345,36,0,0,509.4,0,504.771
254,153,371376,347,235,0,0,3247.2,0,3313.05
254,123,379188,346,1313,0,0,13144.5,0,15009.1
254,92,393323,346,3432,0,0,23381.1,0,24682.1
254,61,413532,344,6068,0,0,24627.6,0,27655.3
254,31,442893,346,3897,0,3.6,11889,4.13754,12577
254,0,458441,347,1559,3,0,0,0,0
255,245,361472,81,0,11,14.4,2.7,16.6714,2.43582
255,214,361247,116,1,0,1.8,60.3,1.67681,63.1961
255,184,361282,116,33,2,18,535.5,15.6846,627.843
255,153,362272,141,250,0,27,3389.4,27.6989,2849.94
255,123,370693,162,1333,17,71.1,13286.7,67.3262,13190.4
255,92,381103,225,4475,16,67.5,28410.3,71.0156,26826.1
255,61,410281,299,6864,17,26.1,26140.5,24.9823,27858.9
255,31,444034,346,3338,0,3.6,11365.2,4.36597,10257.9
255,0,458439,347,1561,3,0,0,0,0
256,245,377502,119,0,0,0,5.4,0,4.43685
256,214,377516,119,9,0,0.9,62.1,0.69508,80.0152
256,184,362801,139,41,0,15.3,556.2,14.0165,539.251
256,153,378620,145,213,1,22.5,3177.9,23.0701,3349.17
256,123,380365,146,1278,11,83.7,12846.6,103.758,15323.3
256,92,391084,258,4278,5,52.2,24643.8,59.4092,20680.7
256,61,417716,319,5028,2,22.5,21245.4,26.2438,24937.1
256,31,443128,346,3954,0,3.6,11626.2,5.08955,13330.9
256,0,458438,347,1562,3,0,0,0,0
257,245,376619,6,0,3,9,0,10.4518,0
257,214,376620,19,0,0,0.9,30.6,0.724488,29.8719
257,184,376657,18,20,2,19.8,459.9,21.3969,460.838
257,153,377164,35,201,0,27.9,3017.7,30.2711,3018.82
257,123,379343,60,1375,6,72.9,13946.4,80.769,12179.7
257,92,393198,160,4049,3,63.9,23976,60.384,23344.3
257,61,418824,208,5063,26,95.4,20706.3,93.2642,19789.9
257,31,445166,345,2962,0,4.5,10684.8,4.22285,10654.6
257,0,458440,347,1560,3,0,0,0,0
258,245,363427,101,0,0,8.1,9,8.27471,7.42149
258,214,363393,109,8,0,1.8,105.3,2.51349,119.386
258,184,363475,109,43,2,19.8,524.7,19.3259,587.17
258,153,363246,100,189,1,35.1,3246.3,47.6108,3062.44
258,123,367392,143,1137,7,81.9,13866.3,81.2515,13166.5
258,92,380112,220,4508,18,62.1,28912.5,61.0766,22231.5
258,61,410174,305,6571,2,32.4,26100,37.6261,26643.4
258,31,440372,346,4631,0,3.6,13497.3,4.68699,13127.4
258,0,458441,347,1559,3,0,0,0,0
259,245,374790,346,0,0,0,0,0,0
259,214,374790,346,0,0,0,31.5,0,31.9436
259,184,378513,346,32,0,0,558,0,489.794
259,153,379139,346,170,0,0,3195.9,0,2475.37
259,123,389875,346,1305,0,0,12291.3,0,13757.8
259,92,396441,346,4299,0,0,24757.2,0,23845.6
259,61,421710,346,5222,0,0,19734.3,0,21042.7
259,31,446015,346,2844,0,3.6,10026.9,4.18791,8750.93
259,0,458440,347,1560,3,0,0,0,0
260,245,373603,345,0,0,0,0,0,0
260,214,373603,345,0,0,0,45,0,45.3519
260,184,373697,345,30,0,0,486.9,0,529.097
260,153,365122,346,193,0,0,3589.2,0,3384.59
260,123,380805,343,1454,0,0,13510.8,0,12917.9
260,92,397687,343,3647,0,0,22653,0,22722.6
260,61,420939,343,4797,0,0,20974.5,0,21400.6
260,31,442769,346,3533,0,3.6,12328.2,3.60799,15439.3
260,0,458442,347,1558,3,0,0,0,0
261,245,374772,114,0,0,10.8,1.8,10.7646,1.49474
261,214,374749,126,4,0,0.9,72,0.143688,70.3301
261,184,374814,119,16,3,21.6,518.4,24.0224,562.113
261,153,375845,148,182,2,20.7,3393,18.5709,3607.49
261,123,378848,173,1123,9,68.4,12688.2,60.956,13962.1
261,92,391447,256,3989,7,55.8,25807.5,54.1491,30305.8
261,61,420746,320,4944,5,18,19761.3,15.2201,20191.3
261,31,444604,343,3043,2,4.5,11117.7,4.0712,9380.8
261,0,458440,347,1560,3,0,0,0,0
262,245,361918,346,0,0,0,0.9,0,0.544043
262,214,361918,346,1,0,0,36,0,27.9488
262,184,372738,344,43,0,0,542.7,0,534.821
262,153,378574,347,172,0,0,2940.3,0,2925.86
262,123,373952,347,1051,0,0,12364.2,0,11800.5
262,92,396304,346,3431,0,0,22140,0,21822.5
262,61,423891,345,4515,0,0,17794.8,0,15758
262,31,445221,345,2957,0,4.5,10639.8,4.02955,11036.4
262,0,458442,347,1558,3,0,0,0,0
263,245,373213,87,0,0,7.2,5.4,4.02805,6.79771
263,214,373205,96,6,0,0.9,55.8,0.773812,53.8258
263,184,373241,96,32,1,18.9,545.4,22.2042,503.039
263,153,374874,125,170,0,21.6,2759.4,21.4576,2817.45
263,123,366784,151,1416,3,67.5,13859.1,79.3956,14469.7
263,92,385975,212,4238,12,59.4,27753.3,55.3798,27310.7
263,61,410647,287,6676,9,43.2,26368.2,38.3776,31912.7
263,31,442251,344,4192,0,5.4,12201.3,6.55636,14439.5
263,0,458442,347,1558,3,0,0,0,0
264,245,373869,103,3,1,12.6,17.1,11.1358,17.4674
264,214,368279,147,0,0,0.9,12.6,0.690358,12.1644
264,184,373913,119,17,1,20.7,486,19.1143,428.74
264,153,375521,133,174,0,21.6,2929.5,22.1964,2491.67
264,123,376388,167,1339,9,74.7,13858.2,71.1826,13287.2
264,92,390277,241,3830,11,62.1,24921.9,58.7222,25600.6
264,61,418384,323,5388,0,18,21178.8,19.9347,22547.2
264,31,442601,346,3929,0,3.6,12123,3.30836,13149
264,0,458444,347,1556,3,0,0,0,0
265,245,378640,117,0,0,9,0,5.8515,0
265,214,378622,128,1,0,0.9,37.8,1.4516,40.0202
265,184,378647,128,18,1,19.8,518.4,19.7288,521.672
265,153,378782,130,173,0,24.3,3167.1,18.5268,3330.14
265,123,361820,175,1453,5,77.4,15056.1,77.4883,14198.1
265,92,394142,267,3706,2,53.1,22788,48.3864,23755.3
265,61,418241,325,4927,3,15.3,20699.1,16.3968,23140.8
265,31,442717,346,4158,0,3.6,11812.5,3.2593,11977.6
265,0,458438,347,1562,3,0,0,0,0
266,245,379570,345,0,0,0,3.6,0,4.70143
266,214,379571,345,3,0,0,51.3,0,51.5328
266,184,371904,345,12,0,0,539.1,0,594.306
266,153,380336,345,232,0,0,3113.1,0,2886.01
266,123,374785,345,1391,0,0,14071.5,0,13192
266,92,388793,345,4501,0,0,27027.9,0,25958.6
266,61,422345,346,4584,0,0,18538.2,0,19742.5
266,31,444352,345,3461,0,4.5,10968.3,4.35259,10642.4
266,0,458440,347,1560,3,0,0,0,0
267,245,370683,347,0,0,0,0,0,0
267,214,370683,347,0,0,0,43.2,0,41.3482
267,184,370939,347,38,0,0,541.8,0,453.386
267,153,371521,347,205,0,0,3440.7,0,3809.16
267,123,380920,347,1293,0,0,12907.8,0,11515.6
267,92,395154,347,3660,0,0,23133.6,0,16330.9
267,61,419299,346,5180,0,0,20580.3,0,20436.1
267,31,444138,346,3208,0,3.6,11388.6,3.07147,8855.33
267,0,458441,347,1559,3,0,0,0,0
268,245,357280,55,0,0,0,0.9,0,0.778466
268,214,357270,55,0,0,0.9,95.4,1.46333,101.495
268,184,357429,63,21,2,16.2,556.2,16.001,554.723
268,153,357516,88,234,7,27.9,3191.4,29.7938,3943.05
268,123,361931,111,1136,9,80.1,13028.4,79.4731,10734.8
268,92,372888,196,4206,9,61.2,30010.5,65.143,30988.2
268,61,403072,254,7367,19,63,30393,60.9176,28156.7
268,31,442282,346,3957,0,3.6,12384.9,2.61023,12021.9
268,0,458441,347,1559,3,0,0,0,0
269,245,375190,133,0,0,0,9,0,9.42421
269,214,375181,133,13,0,0.9,55.8,0.787882,52.485
269,184,375139,134,31,0,18,566.1,18.569,543.114
269,153,376037,174,181,2,21.6,3246.3,23.4646,2874.02
269,123,379043,168,1188,7,79.2,13134.6,67.2786,13889
269,92,391614,232,3718,37,56.7,24013.8,64.4759,23472.7
269,61,416820,326,5194,6,11.7,21742.2,11.7124,19944.8
269,31,442551,347,3638,0,2.7,12429.9,2.15175,12362
269,0,458437,347,1563,3,0,0,0,0
270,245,355255,116,0,0,0,8.1,0,9.26067
270,214,355281,116,0,0,1.8,41.4,1.22235,46.9107
270,184,355312,114,32,7,18.9,484.2,19.2704,377.758
270,153,357098,137,202,0,25.2,3060.9,23.7281,3180.17
270,123,358865,145,1466,17,84.6,14695.2,92.1949,13822.2
270,92,373486,241,4512,23,52.2,31113,58.481,30201.4
270,61,405100,320,7468,2,22.5,29231.1,22.053,30051.9
270,31,443143,345,3620,0,4.5,11913.3,4.65318,11624.3
270,0,458440,347,1560,3,0,0,0,0
271,245,374868,52,0,0,9.9,0.9,10.4644,0.429155
271,214,374658,54,5,0,2.7,89.1,3.48214,96.9204
271,184,374718,54,44,3,22.5,560.7,21.6259,553.148
271,153,374886,74,241,0,29.7,3276,28.8577,3166.61
271,123,378846,87,1089,11,83.7,12407.4,68.2545,11013.2
271,92,387519,189,4573,7,54,26948.7,49.3194,27331.8
271,61,416718,235,5317,21,78.3,21709.8,81.2636,25873.1
271,31,440825,345,4192,0,4.5,13484.7,5.6155,12286.8
271,0,458439,347,1561,3,0,0,0,0
272,245,356380,59,0,2,8.1,0.9,7.47576,1.07523
272,214,356386,71,0,0,0.9,31.5,0.672724,37.3378
272,184,355023,84,23,0,20.7,438.3,18.8801,456.494
272,153,351179,96,251,0,27.9,3497.4,30.0719,2770.99
272,123,361938,120,1267,6,69.3,13893.3,68.5688,13970.6
272,92,374261,177,4465,16,72,29752.2,77.3686,30617.3
272,61,404514,260,7270,13,64.8,29928.6,60.9893,28161.3
272,31,442254,346,3842,0,3.6,12513.6,2.30036,12593.8
272,0,458441,347,1559,3,0,0,0,0
273,245,371444,343,0,0,0,1.8,0,1.04859
273,214,371444,343,2,0,0,41.4,0,29.9436
273,184,371495,343,9,0,0,482.4,0,485.889
273,153,379129,343,246,0,0,3043.8,0,3411.67
273,123,375021,346,1186,0,0,12412.8,0,13143.9
273,92,390323,346,4186,0,0,25884.9,0,27043
273,61,425479,347,3867,0,0,16992,0,15430.9
273,31,441967,343,4106,0,6.3,12534.3,6.88742,11930
273,0,458439,347,1561,3,0,0,0,0
274,245,365833,72,0,0,0,1.8,0,2.41898
274,214,365842,72,0,0,0.9,22.5,0.894292,16.2578
274,184,362656,89,20,0,16.2,511.2,16.3708,519.375
274,153,370249,134,188,0,19.8,2853,18.1074,2622.57
274,123,370163,133,1436,1,78.3,14103,78.8506,11688.8
274,92,384546,223,4243,11,44.1,27178.2,37.4803,23556.9
274,61,412831,277,6156,6,54,24003,59.7088,24046
274,31,442776,346,3943,0,3.6,11952.9,3.68659,13156.8
274,0,458437,347,1563,3,0,0,0,0
275,245,373978,345,0,0,0,6.3,0,7.06333
275,214,373979,345,6,0,0,51.3,0,51.7893
275,184,373544,345,29,0,0,465.3,0,437.281
275,153,375361,345,202,0,0,2996.1,0,2949.49
275,123,372433,345,1312,0,0,15662.7,0,15972.8
275,92,394615,345,3402,0,0,23229.9,0,23850.7
275,61,419827,345,4974,0,0,20915.1,0,19193.2
275,31,444717,345,3323,0,4.5,10764,4.37399,9503.11
275,0,458440,347,1560,3,0,0,0,0
276,245,377975,345,0,0,0,0,0,0
276,214,377975,345,0,0,0,47.7,0,50.5332
276,184,375899,345,37,0,0,504,0,544.611
276,153,372868,345,221,0,0,3286.8,0,3582.06
276,123,382215,345,1199,0,0,12545.1,0,12281
276,92,394347,345,4018,0,0,24473.7,0,21975.2
276,61,423636,345,4064,0,0,18646.2,0,19386.8
276,31,443412,344,3440,0,5.4,11833.2,4.92222,10098.6
276,0,458437,347,1563,3,0,0,0,0
277,245,376616,346,0,0,0,18,0,17.4329
277,214,376629,346,7,0,0,48.6,0,48.2819
277,184,383158,344,21,0,0,482.4,0,494.797
277,153,367138,345,188,0,0,2943.9,0,3087.39
277,123,374924,345,1541,0,0,14436,0,13386.7
277,92,390459,345,3947,0,0,25542,0,24566.3
277,61,422672,344,4385,0,0,18913.5,0,17982.8
277,31,444067,347,3626,0,2.7,11076.3,2.94905,11816
277,0,458435,347,1565,3,0,0,0,0
278,245,376607,101,0,2,12.6,1.8,10.6238,1.37861
278,214,377544,130,8,0,0.9,72.9,0.98043,57.4574
278,184,376416,148,39,0,15.3,540.9,14.8941,533.373
278,153,378593,149,189,1,22.5,2861.1,20.8351,3087.8
278,123,381073,178,1102,7,71.1,12428.1,80.2819,13265.2
278,92,391737,245,4247,19,51.3,25675.2,50.317,28242.9
278,61,419175,318,5337,3,18,21166.2,19.5559,18721.3
278,31,441338,347,4171,0,2.7,13041.9,2.22034,14602.3
278,0,458438,347,1562,3,0,0,0,0
279,245,376955,344,0,0,0,18.9,0,19.9573
279,214,376965,344,11,0,0,57.6,0,69.3526
279,184,377000,344,22,0,0,538.2,0,515.142
279,153,370807,347,200,0,0,3098.7,0,2943.79
279,123,372763,347,1512,0,0,15060.6,0,12097.2
279,92,394323,342,4044,0,0,23599.8,0,21887.3
279,61,421386,346,4723,0,0,19689.3,0,16800.5
279,31,445297,344,3210,0,5.4,10343.7,5.18682,8734.41
279,0,458441,347,1559,3,0,0,0,0
280,245,371311,347,0,0,0,0,0,0
280,214,371311,347,0,0,0,33.3,0,26.9821
280,184,379541,347,28,0,0,504,0,508.491
280,153,372603,347,172,0,0,3267,0,3012.15
280,123,382553,346,1237,0,0,11544.3,0,13481
280,92,393126,346,4113,0,0,24581.7,0,24947.8
280,61,422547,345,4368,0,0,19010.7,0,15843.4
280,31,441427,346,4228,0,3.6,12910.5,3.12838,12195.8
280,0,458441,347,1559,3,0,0,0,0
281,245,366130,112,0,0,0,0,0,0
281,214,364068,116,0,0,0.9,17.1,1.6806,18.9497
281,184,367279,121,28,0,16.2,501.3,16.9039,540.097
281,153,369174,129,219,1,26.1,3168,27.6694,2917.34
281,123,374763,141,1294,14,83.7,13438.8,77.1422,12943.8
281,92,384776,214,4611,14,84.6,28618.2,86.3115,29994.5
281,61,414450,305,6735,17,18,23712.3,15.2279,20060.6
281,31,444819,346,3175,0,3.6,10805.4,3.72577,11285
281,0,458439,347,1561,3,0,0,0,0
282,245,370022,347,0,0,0,2.7,0,2.73188
282,214,370022,347,3,0,0,58.5,0,69.7673
282,184,375048,345,16,0,0,527.4,0,478.495
282,153,375395,345,255,0,0,3279.6,0,3226.32
282,123,374685,345,1436,0,0,14967,0,11796.9
282,92,391474,346,3605,0,0,23983.2,0,22012.2
282,61,424756,346,4366,0,0,17660.7,0,18173.7
282,31,446082,346,2663,0,3.6,10129.5,1.87315,9264.22
282,0,458439,347,1561,3,0,0,0,0
283,245,373725,112,0,0,9.9,0,9.95237,0
283,214,373714,123,0,0,0.9,49.5,1.02173,48.7341
283,184,369705,101,19,0,17.1,517.5,19.0839,437.578
283,153,368706,140,205,0,27,3590.1,19.0959,3881.32
283,123,377455,148,1155,1,73.8,12560.4,66.3178,12415.1
283,92,386253,230,4382,12,57.6,27319.5,57.7592,27355.8
283,61,415402,300,5588,6,31.5,23186.7,31.9403,23416.1
283,31,444873,345,2861,0,4.5,11039.4,3.60764,8689.93
283,0,458439,347,1561,3,0,0,0,0
284,245,366265,310,0,0,0,1.8,0,1.24426
284,214,366265,310,2,0,0,47.7,0,56.9964
284,184,367055,310,31,0,0,489.6,0,428.306
284,153,367007,310,227,0,0,3236.4,0,3029
284,123,373267,310,1127,0,0,12631.5,0,12474.7
284,92,383338,310,4149,0,0,28555.2,0,27778.5
284,61,413124,310,6091,0,30.6,24254.1,30.1643,27050.2
284,31,443363,345,3695,0,4.5,11647.8,4.2533,11367.4
284,0,458440,347,1560,3,0,0,0,0
285,245,373790,347,0,0,0,0,0,0
285,214,373790,347,0,0,0,36,0,34.8811
285,184,373691,347,22,0,0,495,0,527.605
285,153,372826,347,196,0,0,3240.9,0,3016.55
285,123,375158,347,1465,0,0,14164.2,0,11734.8
285,92,388234,344,4200,0,0,25938.9,0,26278
285,61,418569,345,5031,0,0,20737.8,0,17768.8
285,31,443530,347,3559,0,2.7,11619.9,2.50539,12627.3
285,0,458439,347,1561,3,0,0,0,0
286,245,367212,52,0,0,0,0,0,0
286,214,368223,67,0,0,0.9,60.3,0.91316,54.829
286,184,368716,58,10,6,17.1,513,12.5311,574.523
286,153,368412,68,234,7,26.1,3209.4,26.2346,3222.8
286,123,371461,104,1332,13,65.7,13363.2,59.1274,15811.2
286,92,386601,186,3266,4,67.5,23685.3,65.4047,23304.8
286,61,414603,333,5500,0,9.9,23591.7,10.7298,20441
286,31,443674,346,3323,0,3.6,11702.7,3.55759,12487.7
286,0,458439,347,1561,3,0,0,0,0
287,245,369105,107,0,0,7.2,0,5.41282,0
287,214,369088,114,3,0,1.8,34.2,1.43498,36.723
287,184,369111,114,18,2,17.1,548.1,19.7359,485.752
287,153,371043,169,245,1,20.7,3312.9,16.5019,2942.19
287,123,378565,172,1132,16,72.9,12114,63.5189,11608.3
287,92,386439,246,4122,16,58.5,27081,50.4096,23286.8
287,61,414805,323,5846,4,14.4,22971.6,15.894,22051.1
287,31,441186,347,4244,0,2.7,13113,1.84278,13255.5
287,0,458440,347,1560,3,0,0,0,0
288,245,366464,1,0,0,0,0,0,0
288,214,366464,1,0,0,0,27,0,31.2116
288,184,365457,1,31,0,0,604.8,0,505.452
288,153,366030,1,263,0,0.9,3236.4,1.17323,3294.65
288,123,369812,0,1252,0,54,13824,52.7782,14937.2
288,92,381706,42,4718,18,147.6,28675.8,155.815,34448.6
288,61,425074,347,4114,0,0,17137.8,0,15602.8
288,31,442153,346,4052,0,3.6,12415.5,3.79985,13374.1
288,0,458440,347,1560,3,0,0,0,0
289,245,374073,104,0,5,9.9,7.2,9.0354,7.64024
289,214,374049,122,7,0,0.9,73.8,0.779788,91.7675
289,184,374101,119,20,2,22.5,464.4,19.41,423.795
289,153,374537,127,194,5,23.4,3312,24.677,3585
289,123,373560,174,1333,6,74.7,13309.2,66.7191,10423.8
289,92,392263,253,3932,11,53.1,23996.7,48.2598,24566.6
289,61,417819,323,5129,1,19.8,22013.1,19.0735,24672.2
289,31,444763,345,2977,0,4.5,11034,3.93175,11678.3
289,0,458434,347,1566,3,0,0,0,0
290,245,355065,103,0,0,14.4,0,14.7966,0
290,214,355024,120,8,0,0.9,64.8,1.33629,51.399
290,184,357591,118,17,5,20.7,497.7,23.1522,476.524
290,153,357490,139,247,16,27,3025.8,26.0396,3185.67
290,123,358407,192,1646,2,72.9,16362,63.4544,15183.1
290,92,375259,268,4737,17,44.1,31182.3,48.1741,32610.9
290,61,407373,333,7270,1,10.8,27633.6,13.1984,29130.4
290,31,445339,346,3094,0,3.6,10410.3,2.51583,10321.2
290,0,458445,347,1555,3,0,0,0,0
291,245,373326,345,0,0,0,0,0,0
291,214,373326,345,0,0,0,37.8,0,43.5548
291,184,371334,345,17,0,0,528.3,0,519.688
291,153,372046,345,224,0,0,3531.6,0,3110.04
291,123,382221,345,1339,0,0,13039.2,0,10912.5
291,92,399310,345,3522,0,0,22751.1,0,21798.7
291,61,424125,345,4354,0,0,17750.7,0,19793.3
291,31,440976,345,4293,0,4.5,13257.9,3.2356,13451.2
291,0,458440,347,1560,3,0,0,0,0
292,245,383436,0,0,0,7.2,0,7.04866,0
292,214,383459,5,1,0,0.9,22.5,0.92555,27.7302
292,184,383389,6,26,0,18,490.5,18.2412,434.744
292,153,383977,34,133,0,22.5,2781,18.6292,2728.84
292,123,386726,18,1020,6,79.2,11227.5,87.044,12925.1
292,92,396411,118,3531,12,86.4,22548.6,89.9729,21614.8
292,61,424546,346,4489,0,0,17460.9,0,16454.8
292,31,443536,345,3724,0,4.5,11466,3.86067,10462.5
292,0,458441,347,1559,3,0,0,0,0
293,245,376248,102,0,0,6.3,0.9,6.72086,0.937127
293,214,377269,112,0,0,0.9,36.9,1.20643,36.8339
293,184,376182,105,37,0,19.8,557.1,19.0942,585.437
293,153,376582,131,236,1,19.8,3269.7,17.0177,2765.24
293,123,378104,171,1186,12,70.2,12931.2,87.8938,16125.4
293,92,390222,248,4343,9,54.9,25363.8,49.6086,28989.7
293,61,417267,301,5480,17,22.5,21781.8,22.9458,22063.7
293,31,444684,346,3060,0,3.6,11030.4,3.24263,9022.59
293,0,458439,347,1561,3,0,0,0,0
294,245,375138,345,0,0,0,6.3,0,9.25254
294,214,375140,345,5,0,0,45.9,0,53.416
294,184,382083,345,25,0,0,558.9,0,633.763
294,153,375733,345,136,0,0,3033,0,3279.9
294,123,387396,345,1410,0,0,12987.9,0,11244.1
294,92,394373,345,4228,0,0,24984.9,0,25908.7
294,61,427403,345,4062,0,0,15390.9,0,15435.8
294,31,445774,345,2792,0,4.5,10290.6,6.26656,9699.04
294,0,458442,347,1558,3,0,0,0,0
295,245,372013,347,0,0,0,0,0,0
295,214,372013,347,0,0,0,41.4,0,35.7438
295,184,372330,344,25,0,0,524.7,0,531.858
295,153,381815,344,190,0,0,3097.8,0,2971.64
295,123,375289,344,1278,0,0,14337,0,15336.7
295,92,379782,344,4357,0,0,28949.4,0,26666.2
295,61,424915,347,4349,0,0,17601.3,0,15767.4
295,31,443926,345,3377,0,4.5,11427.3,4.1655,11076.1
295,0,458440,347,1560,3,0,0,0,0
296,245,365765,347,0,0,0,0,0,0
296,214,365765,347,0,0,0,38.7,0,37.3256
296,184,369615,346,18,0,0,473.4,0,529.359
296,153,373905,345,199,0,0,2987.1,0,2737.14
296,123,372849,346,1475,0,0,14708.7,0,14184.4
296,92,389192,346,4344,0,0,27592.2,0,28291.2
296,61,419175,346,5184,0,0,20227.5,0,22858.2
296,31,444067,346,3490,0,3.6,11198.7,2.59553,9565.26
296,0,458442,347,1558,3,0,0,0,0
297,245,359601,87,0,0,22.5,7.2,24.3323,7.57255
297,214,359564,113,3,0,0.9,64.8,0.781095,68.7327
297,184,361908,95,18,1,18.9,535.5,20.4385,478.106
297,153,358684,123,258,2,23.4,3535.2,23.4541,3025.54
297,123,356617,119,1724,15,85.5,17377.2,89.6077,21235.9
297,92,375323,231,4842,9,60.3,30970.8,55.554,28181.3
297,61,407031,285,7546,22,33.3,28546.2,33.4351,30696.6
297,31,441348,346,4262,0,3.6,12951,2.73859,13472.3
297,0,458442,347,1558,3,0,0,0,0
